PCAT;PCAT_CL;PCAT_EE;PCAST;PCAST_CL;PCAST_EE;PANG;PANG_CO;PANG_CE;PANG_EE;PCAT_CO;PCAST_CO;GENERE;MES_NAIXEMENT;ANY_NAIXEMENT;AREA_TERRITORIAL;NATURALESA;HÀBITAT
74,34;90,91;44,44;73,36;77,27;61,11;75;71,43;75;83,33;88,89;88,89;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
92,22;100;77,78;92,17;95,45;88,89;93,75;100;87,5;100;100;88,89;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
96,59;93,18;100;93,79;90,91;100;95,42;92,86;95,83;100;100;88,89;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,29;90,91;83,33;62,22;50;77,78;85,83;71,43;91,67;100;77,78;66,67;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
78,23;90,91;55,56;85,68;86,36;83,33;74,17;71,43;83,33;50;88,89;88,89;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
69,9;65,91;72,22;68,48;63,64;66,67;58,75;57,14;62,5;50;77,78;88,89;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
79,52;81,82;72,22;55,15;63,64;33,33;57,5;71,43;50;50;88,89;77,78;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
83,74;86,36;77,78;78,46;86,36;72,22;81,25;85,71;87,5;50;88,89;66,67;H;8;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
67,25;77,27;38,89;79,85;86,36;66,67;47,92;35,71;45,83;83,33;100;88,89;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
29,42;22,73;27,78;45,45;40,91;33,33;24,58;28,57;29,17;0;55,56;88,89;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
43,13;31,82;44,44;64,27;59,09;61,11;58,33;35,71;66,67;83,33;77,78;88,89;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;49,42;47,73;44,44;;;;;;66,67;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
74,62;90,91;50;77,53;77,27;77,78;95,42;100;95,83;83,33;77,78;77,78;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
100;100;100;97,73;95,45;100;87,5;85,71;100;50;100;100;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,34;95,45;72,22;79,24;81,82;66,67;78,75;92,86;62,5;100;88,89;100;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
54,37;43,18;55,56;53,48;63,64;33,33;38,33;35,71;41,67;33,33;88,89;66,67;H;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
65,15;63,64;66,67;60,33;54,55;61,11;59,17;57,14;58,33;66,67;66,67;77,78;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
54,22;54,55;38,89;60,91;81,82;33,33;60,42;57,14;70,83;33,33;88,89;55,56;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
100;100;100;97,73;95,45;100;97,5;100;100;83,33;100;100;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,29;90,91;83,33;80,28;75;88,89;93,33;92,86;91,67;100;77,78;77,78;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
78,84;95,45;55,56;85,4;86,36;77,78;83,75;100;87,5;33,33;77,78;100;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
76,79;86,36;72,22;74,92;68,18;83,33;62,92;57,14;70,83;50;55,56;77,78;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
96,11;100;88,89;90,23;95,45;83,33;88,33;92,86;91,67;66,67;100;88,89;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
72,35;86,36;50;76,19;81,82;72,22;72,5;64,29;75;83,33;77,78;66,67;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
78,38;79,55;72,22;74,7;72,73;66,67;68,33;78,57;66,67;50;88,89;100;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
81,46;81,82;77,78;71,09;72,73;61,11;63,33;64,29;66,67;50;88,89;88,89;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,08;81,82;83,33;72,98;68,18;77,78;87,92;100;95,83;33,33;100;77,78;D;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
62,2;72,73;50;75,66;84,09;72,22;74,17;71,43;83,33;50;55,56;55,56;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
92,22;100;77,78;87,02;81,82;88,89;88,33;92,86;91,67;66,67;100;100;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
85,35;81,82;88,89;85,68;86,36;83,33;85;92,86;75;100;88,89;88,89;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,01;90,91;77,78;88,01;95,45;72,22;75;85,71;75;50;88,89;100;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
81,79;86,36;72,22;67,42;68,18;66,67;87,92;85,71;95,83;66,67;88,89;66,67;H;8;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
74,82;84,09;55,56;68,18;86,36;33,33;50,83;57,14;41,67;66,67;88,89;88,89;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
83,94;79,55;83,33;66,19;81,82;38,89;70,42;64,29;70,83;83,33;100;77,78;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
75,3;77,27;66,67;68,36;77,27;61,11;57,08;50;54,17;83,33;88,89;55,56;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
89,9;90,91;88,89;93,51;90,91;94,44;93,33;92,86;91,67;100;88,89;100;H;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
88,01;95,45;72,22;87,68;90,91;77,78;100;100;100;100;100;100;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
64,27;59,09;61,11;62,6;59,09;61,11;95;92,86;100;83,33;88,89;77,78;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
71,52;86,36;66,67;75,58;77,27;72,22;62,92;50;70,83;66,67;33,33;77,78;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
70,15;63,64;66,67;64,27;59,09;61,11;76,67;78,57;83,33;50;100;88,89;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
96,39;100;94,44;96,06;95,45;100;93,33;92,86;91,67;100;88,89;88,89;D;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
87,95;90,91;83,33;82,73;95,45;66,67;92,5;92,86;100;66,67;88,89;77,78;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,01;90,91;77,78;85,68;86,36;83,33;97,92;100;95,83;100;88,89;88,89;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
76,19;81,82;72,22;74,97;72,73;72,22;48,75;64,29;37,5;50;66,67;88,89;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
91,84;90,91;94,44;86,29;90,91;83,33;100;100;100;100;88,89;77,78;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
95,45;90,91;100;86,01;90,91;77,78;92,5;85,71;100;83,33;100;88,89;D;6;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
56,57;65,91;38,89;57,7;68,18;38,89;31,67;35,71;33,33;16,67;66,67;66,67;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
72,55;79,55;55,56;79,19;77,27;77,78;75;85,71;75;50;88,89;88,89;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
91,36;97,73;83,33;91,84;90,91;94,44;97,5;92,86;100;100;88,89;88,89;H;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;81,14;77,27;83,33;;;;;;88,89;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
90,23;95,45;83,33;81,74;81,82;83,33;91,25;92,86;87,5;100;88,89;77,78;H;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
76,97;77,27;66,67;63,59;72,73;44,44;64,58;50;79,17;50;100;77,78;H;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
96,06;95,45;100;84,02;86,36;83,33;92,92;85,71;95,83;100;88,89;77,78;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
78,11;79,55;66,67;76,87;68,18;88,89;65;57,14;75;50;100;77,78;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
66,26;63,64;55,56;76,24;86,36;61,11;59,58;71,43;54,17;50;100;77,78;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
91,57;90,91;88,89;96,06;95,45;100;100;100;100;100;100;88,89;D;7;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
88,96;81,82;94,44;87,02;81,82;88,89;92,5;92,86;100;66,67;100;100;D;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
47,9;36,36;61,11;47,95;40,91;50;60;57,14;50;100;55,56;66,67;D;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
55,86;52,27;61,11;46,16;54,55;44,44;38,75;35,71;37,5;50;55,56;22,22;D;12;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
90,76;93,18;83,33;85,96;86,36;88,89;86,67;85,71;83,33;100;100;77,78;H;3;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
86,87;93,18;72,22;67,88;59,09;66,67;74,58;57,14;79,17;100;100;100;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
61,59;68,18;50;60,93;59,09;61,11;41,25;50;37,5;33,33;66,67;66,67;D;10;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
92,7;93,18;88,89;95,78;95,45;94,44;92,92;92,86;95,83;83,33;100;100;D;11;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
59,65;68,18;44,44;71,09;72,73;61,11;25,42;28,57;20,83;33,33;66,67;88,89;H;8;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
74,17;75;66,67;67,75;72,73;61,11;69,58;57,14;79,17;66,67;88,89;66,67;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
58,51;65,91;44,44;38,21;38,64;44,44;72,5;71,43;75;66,67;66,67;22,22;H;11;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
70,93;84,09;44,44;75,3;77,27;66,67;56,25;28,57;62,5;100;88,89;88,89;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
49,82;59,09;38,89;54,49;54,55;44,44;66,25;64,29;62,5;83,33;44,44;77,78;D;11;2008;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;39,12;45,45;27,78;;;;;;44,44;D;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
77,9;86,36;61,11;90,23;95,45;83,33;95,42;100;95,83;83,33;88,89;88,89;H;4;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
;;;;;;57,5;57,14;50;83,33;;;H;5;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
30,63;31,82;27,78;38,41;31,82;50;27,08;28,57;29,17;16,67;33,33;33,33;D;1;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
82,12;90,91;66,67;69,97;72,73;72,22;90,42;78,57;95,83;100;88,89;55,56;H;2;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
58,51;65,91;44,44;64,87;63,64;61,11;53,33;57,14;41,67;83,33;66,67;77,78;H;9;2009;Consorci d'Educació de Barcelona;Pública;Més de 100000
62,98;68,18;44,44;83,74;86,36;77,78;79,58;85,71;79,17;66,67;88,89;88,89;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
70,4;86,36;44,44;71,69;77,27;61,11;90,42;78,57;95,83;100;77,78;77,78;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
51,82;63,64;33,33;50,83;50;50;50;50;50;50;55,56;55,56;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
70,08;81,82;50;59,65;68,18;44,44;84,17;92,86;83,33;66,67;77,78;66,67;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,92;72,73;77,78;77,25;77,27;72,22;82,08;78,57;79,17;100;88,89;88,89;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,33;75;50;75,05;79,55;72,22;87,92;85,71;95,83;66,67;88,89;66,67;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,3;77,27;66,67;75,25;72,73;77,78;86,25;92,86;87,5;66,67;88,89;77,78;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,28;95,45;77,78;89,57;86,36;94,44;97,5;100;100;83,33;88,89;88,89;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,89;95,45;83,33;79,85;86,36;66,67;97,5;100;100;83,33;100;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
39,55;34,09;50;53,43;59,09;44,44;57,5;64,29;50;66,67;33,33;55,56;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,85;86,36;66,67;79,52;81,82;72,22;88,75;92,86;87,5;83,33;88,89;88,89;D;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,6;88,64;72,22;85,73;90,91;72,22;97,5;92,86;100;100;66,67;100;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,45;90,91;66,67;69,49;54,55;77,78;95;85,71;100;100;77,78;100;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
74,29;86,36;55,56;65,48;68,18;61,11;92,92;85,71;95,83;100;77,78;66,67;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
55,05;54,55;55,56;60,61;54,55;66,67;51,25;71,43;37,5;50;55,56;66,67;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
;;;71,64;72,73;72,22;85,83;85,71;91,67;66,67;;66,67;H;9;2007;Consorci d'Educació de Barcelona;Privada;Més de 100000
77,58;81,82;66,67;84,12;95,45;61,11;95,83;100;91,67;100;88,89;100;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
72,35;86,36;50;65,53;72,73;50;88,33;85,71;91,67;83,33;77,78;77,78;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,77;84,09;61,11;80,45;90,91;66,67;65;57,14;75;50;88,89;77,78;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,74;86,36;77,78;84,02;86,36;83,33;86,67;92,86;83,33;83,33;88,89;77,78;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,39;100;61,11;75,78;70,45;77,78;80,83;78,57;91,67;50;100;88,89;H;3;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,78;100;55,56;77,63;86,36;55,56;81,25;85,71;87,5;50;88,89;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
53,38;54,55;55,56;60,61;54,55;66,67;72,92;85,71;70,83;50;44,44;66,67;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,8;81,82;77,78;84,02;86,36;83,33;90,42;85,71;95,83;83,33;77,78;77,78;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
94,17;100;83,33;93,84;95,45;88,89;88,33;100;91,67;50;100;100;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,98;88,64;66,67;80,73;90,91;72,22;61,67;71,43;58,33;50;55,56;66,67;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,95;90,91;83,33;82,75;72,73;94,44;85,83;78,57;91,67;83,33;88,89;88,89;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,36;77,27;61,11;73,03;72,73;66,67;83,75;85,71;87,5;66,67;55,56;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,81;68,18;61,11;66,26;63,64;55,56;80,83;78,57;91,67;50;88,89;100;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
90,28;100;72,22;69,37;68,18;72,22;77,08;71,43;79,17;83,33;100;66,67;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
60,78;70,45;44,44;70,63;81,82;61,11;79,17;85,71;83,33;50;66,67;55,56;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,12;90,91;66,67;71,69;77,27;61,11;100;100;100;100;88,89;77,78;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
63,74;61,36;61,11;59,6;63,64;55,56;79,17;78,57;83,33;66,67;77,78;55,56;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
83,74;86,36;77,78;93,84;95,45;88,89;92,92;92,86;95,83;83,33;88,89;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,69;81,82;55,56;82,35;86,36;83,33;81,67;92,86;83,33;50;88,89;66,67;H;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,79;86,36;72,22;65,15;63,64;66,67;82,5;85,71;75;100;88,89;66,67;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,68;90,91;77,78;91,89;95,45;83,33;100;100;100;100;100;100;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
82,73;95,45;66,67;72,7;68,18;72,22;88,33;100;91,67;50;77,78;88,89;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,81;68,18;61,11;68,01;70,45;55,56;85,83;92,86;91,67;50;88,89;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,8;81,82;77,78;61,82;63,64;66,67;84,17;100;83,33;50;77,78;44,44;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,71;88,64;61,11;91,57;90,91;88,89;97,5;100;100;83,33;100;100;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
46,36;47,73;50;53,11;54,55;50;68,33;71,43;66,67;66,67;33,33;55,56;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
72,02;81,82;55,56;80,33;79,55;77,78;83,33;85,71;91,67;50;77,78;88,89;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,89;95,45;83,33;97,73;95,45;100;100;100;100;100;100;100;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,23;95,45;50;72,75;72,73;61,11;82,08;100;79,17;50;100;100;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,06;95,45;66,67;89,57;86,36;94,44;90,83;92,86;91,67;83,33;100;88,89;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,28;95,45;77,78;85,4;86,36;77,78;46,67;28,57;58,33;50;88,89;100;H;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,03;77,27;61,11;69,09;68,18;66,67;46,25;57,14;37,5;50;100;77,78;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
65,2;68,18;55,56;40,05;54,55;22,22;18,33;28,57;16,67;0;77,78;33,33;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,62;95,45;77,78;89,57;86,36;94,44;90,42;92,86;95,83;66,67;77,78;88,89;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
42,5;50;16,67;32,2;22,73;50;52,08;71,43;54,17;0;77,78;22,22;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
47,32;59,09;22,22;58,64;77,27;33,33;40,83;42,86;41,67;33,33;66,67;55,56;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
43,59;47,73;27,78;69,42;72,73;61,11;34,17;35,71;33,33;33,33;66,67;77,78;H;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,52;86,36;66,67;83,69;81,82;88,89;93,33;92,86;91,67;100;100;77,78;D;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
79,57;86,36;61,11;88,28;95,45;77,78;91,25;100;87,5;83,33;100;88,89;D;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,87;93,18;72,22;87,35;86,36;83,33;74,58;71,43;79,17;66,67;100;100;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,51;90,91;94,44;93,51;90,91;94,44;97,5;92,86;100;100;100;100;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,01;95,45;72,22;92,65;88,64;100;74,58;71,43;79,17;66,67;100;88,89;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,9;90,91;88,89;91,84;90,91;94,44;75,42;85,71;70,83;66,67;88,89;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,94;79,55;50;73,84;70,45;72,22;63,33;71,43;66,67;33,33;77,78;88,89;H;6;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
58,18;61,36;50;72,05;59,09;83,33;79,17;85,71;83,33;50;66,67;88,89;H;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,68;90,91;77,78;83,41;81,82;83,33;72,08;85,71;79,17;16,67;100;88,89;D;12;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
77,85;81,82;72,22;69,14;72,73;55,56;70,42;71,43;70,83;66,67;77,78;88,89;D;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
65,86;77,27;44,44;55,71;63,64;44,44;67,5;71,43;75;33,33;77,78;55,56;H;6;2008;Consorci d'Educació de Barcelona;Privada;Més de 100000
76,29;90,91;50;64,52;81,82;38,89;58,75;64,29;62,5;33,33;88,89;66,67;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
75,03;77,27;61,11;60,98;63,64;50;82,08;100;79,17;50;100;77,78;H;6;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
68,11;54,55;83,33;68,48;63,64;66,67;100;100;100;100;77,78;88,89;H;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
73,56;70,45;66,67;85,03;77,27;94,44;92,5;85,71;100;83,33;100;88,89;D;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
98,33;100;100;89,57;86,36;94,44;100;100;100;100;88,89;88,89;D;11;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
89,95;95,45;77,78;74,97;72,73;72,22;93,33;92,86;91,67;100;100;88,89;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
78,59;72,73;77,78;73,91;77,27;72,22;73,33;85,71;66,67;66,67;100;66,67;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
80,08;81,82;83,33;77,6;84,09;77,78;82,08;78,57;79,17;100;66,67;55,56;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
93,51;90,91;94,44;91,24;86,36;94,44;93,33;92,86;91,67;100;100;100;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
63,79;65,91;50;64,24;81,82;33,33;52,08;64,29;54,17;16,67;88,89;77,78;H;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,57;90,91;88,89;87,63;86,36;88,89;86,67;85,71;83,33;100;100;88,89;D;10;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
81,41;77,27;88,89;87,3;81,82;94,44;90,42;85,71;95,83;83,33;77,78;88,89;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
96,39;100;94,44;92,45;95,45;94,44;90,42;92,86;95,83;66,67;88,89;77,78;D;4;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
88,96;81,82;94,44;92,17;95,45;88,89;90,83;92,86;91,67;83,33;100;88,89;D;8;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
69,65;68,18;77,78;54,77;54,55;50;84,58;92,86;79,17;83,33;55,56;66,67;H;9;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
97,73;95,45;100;87,35;86,36;83,33;100;100;100;100;100;100;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
91,24;86,36;94,44;84,02;86,36;83,33;95,83;100;91,67;100;100;77,78;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
85,4;86,36;77,78;92,37;88,64;94,44;90,83;100;91,67;66,67;100;100;D;1;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,34;95,45;72,22;82,07;86,36;77,78;87,5;85,71;100;50;88,89;77,78;H;7;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
86,69;77,27;94,44;83,46;86,36;72,22;95,83;100;91,67;100;100;100;H;5;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
87,63;86,36;88,89;85,4;86,36;77,78;86,67;85,71;83,33;100;88,89;100;H;2;2009;Consorci d'Educació de Barcelona;Privada;Més de 100000
